Marketing,EUR,990.48,11.10.2020,Dorrie Dunnan
Human Resources,GBP,815.12,20.10.2020,Gaylene Halloran
Business Development,USD,617.61 ,01.05.2020,Barbi Wasiel
Services,JPY,253.22,04.03.2020,Jillana McGooch
Training,GBP,306.02,17.08.2020,Brunhilda Visco
Support,GBP,86.90,23.06.2020,Flore Timberlake
Engineering,JPY,706.83,15.04.2020,Kaela Lotterington
Accounting,JPY,520.77,31.03.2020,Sutherland Pearne
Human Resources,GBP,58.01,22.09.2020,Paulette Howkins
Engineering,EUR,181.07,20.07.2020,Jessie Sansome
Engineering,JPY,301.12,02.11.2020,Nerita Digby
Accounting,GBP,587.47,27.03.2020,Stanwood McKimmey
Product Management,GBP,24.02,30.10.2020,Dani McCanny
Research and Development,EUR,575.40,07.11.2020,Marget Cridlan
Research and Development,GBP,886.15,31.07.2020,Chaddy Bannell
Services,USD,237.02 ,01.01.2020,Ardra Renneke
Training,GBP,921.48,14.03.2020,Edan Rowlett
Training,JPY,493.72,20.08.2020,Monah Piaggia
Marketing,USD,846.09 ,07.02.2020,Correy Ebbs
Legal,GBP,37.06,07.11.2020,Hall Mantle
Services,GBP,951.99,30.04.2020,Elyse Silbermann
Research and Development,EUR,406.56,23.12.2020,Allison MacMickan
Services,GBP,693.31,13.08.2020,Aubree Wormald
Services,GBP,499.26,14.03.2020,Leela Pashley
Product Management,EUR,995.24,07.12.2020,Radcliffe Joannidi
Business Development,JPY,979.70,29.07.2020,Sasha Skermer
Sales,USD,444.80 ,04.01.2020,Orsola Forson
Product Management,GBP,960.38,20.12.2020,Quill Dommett
Accounting,GBP,436.20,16.03.2020,Jamie Franies
Support,GBP,151.70,09.06.2020,Vaclav Cersey
Product Management,GBP,194.94,16.01.2020,Lock Ciciotti
Accounting,EUR,523.98,09.09.2020,Siobhan Bostick
Engineering,JPY,854.70,14.05.2020,Rosetta Sturman
Human Resources,EUR,482.98,19.12.2020,Neda Bradbrook
Support,JPY,532.52,13.09.2020,Benny Sneddon
Engineering,EUR,113.85,21.11.2020,Janey Tyres
