Research and Development,GBP,33.45,07.02.2020,Mead Hebard
Product Management,USD,491.59 ,10.01.2020,Manuel Jehu
Marketing,EUR,55.24,15.03.2020,Natala Digginson
Services,GBP,567.79,26.05.2020,Florian Desaur
Marketing,EUR,756.09,25.01.2020,Jarrod Everley
Research and Development,GBP,959.00,13.09.2020,Joey Jestico
Research and Development,USD,722.14 ,07.06.2020,Hogan Copnar
Support,GBP,888.21,20.01.2020,Rudy Gimblet
Accounting,USD,663.95 ,15.12.2020,Any Weiss
Marketing,GBP,361.04,11.07.2020,Tuesday Skelbeck
Support,USD,879.50 ,28.07.2020,Melina Tarrier
Services,GBP,30.00,29.06.2020,Gradeigh Mungane
Business Development,USD,370.40 ,19.04.2020,Fleurette Crennan
Services,GBP,577.58,04.06.2020,Jeni Boat
Accounting,EUR,845.41,14.04.2020,Matthaeus Pomeroy
Research and Development,JPY,350.23,25.02.2020,Obediah Souza
Marketing,USD,831.27 ,01.08.2020,Therine Beric
Services,USD,644.17 ,06.04.2020,Silva McKennan
Human Resources,EUR,923.33,12.06.2020,Tristam Elwell
Product Management,EUR,491.02,12.08.2020,Ilka Conisbee
Support,EUR,930.14,07.07.2020,Cinnamon Creed
Engineering,USD,467.20 ,26.11.2020,Eliot Granham
Sales,JPY,960.18,01.12.2020,Roanne Di Frisco
Marketing,JPY,825.75,17.11.2020,Orren Yoxall
Product Management,JPY,207.45,13.08.2020,Whitby Reyner
Sales,GBP,909.47,15.08.2020,Fred Basset
Sales,USD,787.68 ,09.09.2020,Orel Golson
Human Resources,EUR,296.62,17.12.2020,Ludvig Clowney
Product Management,EUR,99.17,11.11.2020,Ettie Whitewood
Business Development,EUR,701.84,27.09.2020,Kippie Braund
Legal,USD,532.62 ,11.07.2020,Annis Georgel
Research and Development,GBP,774.02,31.10.2020,Carmine Ellissen
Accounting,GBP,221.21,12.06.2020,Hilario Giaomozzo
Human Resources,JPY,292.82,05.05.2020,Sidney Gascone
Legal,USD,599.93 ,10.10.2020,Wye Nand
Training,EUR,499.63,16.07.2020,Steve Pinkney
Support,JPY,851.07,07.06.2020,Olympia Truitt
